date,username,feature,sessions,time spent,average time spent
2022-04-12,bparker,Automation,14,14,1
2022-04-12,jbarajas,Task Creation,13,24,1.846153846
2022-04-12,dbell,Account Managment,17,11,0.6470588235
2022-04-12,nclarke,Reporting,13,35,2.692307692
2022-04-12,ofrye,Roadmap,13,48,3.692307692
2022-04-12,kdurham,Saga Creation,17,18,1.058823529
2022-04-13,atucker,Saga Creation,16,20,1.25
2022-04-13,ecoleman,Reporting,15,20,1.333333333
2022-04-13,yfriedman,Account Managment,15,17,1.133333333
2022-04-14,rcalhoun,Reporting,17,28,1.647058824
2022-04-14,evega,Roadmap,14,51,3.642857143
2022-04-14,kwalter,Saga Creation,17,25,1.470588235
2022-04-14,dbriggs,Account Managment,17,16,0.9411764706
2022-04-15,afuentes,Automation,16,12,0.75
2022-04-15,ofrye,Task Creation,15,17,1.133333333
2022-04-15,qwyatt,Account Managment,15,24,1.6
2022-04-15,ahanna,Roadmap,16,53,3.3125
2022-04-15,prubio,Reporting,16,31,1.9375
2022-04-15,nlane,Saga Creation,15,25,1.666666667
2022-04-16,tduffy,Automation,13,18,1.384615385
2022-04-16,aortega,Account Managment,14,16,1.142857143
2022-04-16,bwise,Roadmap,17,57,3.352941176
2022-04-17,ahanna,Account Managment,16,8,0.5
2022-04-17,zhodges,Roadmap,15,45,3
2022-04-17,chenson,Saga Creation,16,30,1.875
2022-04-17,jbeasley,Task Creation,15,13,0.8666666667
2022-04-18,evilla,Task Creation,14,12,0.8571428571
2022-04-18,shumphrey,Automation,13,8,0.6153846154
2022-04-18,kcarr,Account Managment,13,16,1.230769231
2022-04-18,shardin,Saga Creation,16,34,2.125
2022-04-18,cvillarreal,Roadmap,17,55,3.235294118
2022-04-18,bedwards,Reporting,16,33,2.0625
2022-04-19,mgonzalez,Account Managment,13,5,0.3846153846
2022-04-19,jbarajas,Saga Creation,14,32,2.285714286
2022-04-19,agardner,Reporting,17,19,1.117647059
2022-04-19,kashley,Roadmap,15,50,3.333333333
2022-04-19,ofrye,Task Creation,15,27,1.8
2022-04-19,ewaller,Automation,14,19,1.357142857
2022-04-20,ncooke,Automation,16,12,0.75
2022-04-20,ehodges,Account Managment,14,7,0.5
2022-04-20,oherman,Roadmap,15,46,3.066666667
2022-04-20,kkane,Task Creation,13,26,2
2022-04-20,shumphrey,Saga Creation,16,21,1.3125
2022-04-20,mkelley,Reporting,15,29,1.933333333
2022-04-21,chodge,Automation,17,9,0.5294117647
2022-04-21,ggiles,Account Managment,15,23,1.533333333
2022-04-21,oherman,Reporting,17,34,2
2022-04-21,mstephens,Saga Creation,16,31,1.9375
2022-04-21,shardin,Task Creation,17,13,0.7647058824
2022-04-21,atucker,Roadmap,14,46,3.285714286
2022-04-22,cstuart,Reporting,13,17,1.307692308
2022-04-22,shumphrey,Task Creation,14,14,1
2022-04-22,atucker,Roadmap,13,58,4.461538462
2022-04-22,nblair,Saga Creation,14,35,2.5
2022-04-23,evilla,Automation,16,11,0.6875
2022-04-23,mmayer,Saga Creation,16,26,1.625
2022-04-23,evega,Task Creation,15,12,0.8
2022-04-23,afuentes,Account Managment,15,17,1.133333333
2022-04-23,evilla,Reporting,14,23,1.642857143
2022-04-23,bwise,Roadmap,15,56,3.733333333
2022-04-24,cstuart,Account Managment,13,23,1.769230769
2022-04-24,bcastaneda,Saga Creation,17,26,1.529411765
2022-04-24,jnicholson,Task Creation,16,25,1.5625
2022-04-24,rcalhoun,Automation,14,9,0.6428571429
2022-04-25,shardin,Roadmap,15,57,3.8
2022-04-25,nlane,Automation,13,5,0.3846153846
2022-04-25,soneill,Saga Creation,17,33,1.941176471
2022-04-25,kkane,Reporting,13,35,2.692307692
2022-04-25,bhensley,Account Managment,15,22,1.466666667
2022-04-25,kgalloway,Task Creation,14,11,0.7857142857
2022-04-26,kflowers,Task Creation,16,23,1.4375
2022-04-26,bcastaneda,Account Managment,13,9,0.6923076923
2022-04-26,hjames,Saga Creation,16,27,1.6875
2022-04-26,yfriedman,Automation,14,5,0.3571428571
2022-04-26,zhodges,Roadmap,15,41,2.733333333
2022-04-26,bedwards,Reporting,15,20,1.333333333
2022-04-27,skelly,Saga Creation,17,29,1.705882353
2022-04-27,jhansen,Roadmap,17,60,3.529411765
2022-04-27,zmack,Reporting,17,18,1.058823529
2022-04-27,oherman,Task Creation,13,19,1.461538462
2022-04-27,amurphy,Account Managment,15,22,1.466666667
2022-04-28,rrobles,Roadmap,13,54,4.153846154
2022-04-28,sferguson,Automation,16,8,0.5
2022-04-28,kreese,Account Managment,13,23,1.769230769
2022-04-29,lbuck,Reporting,14,19,1.357142857
2022-04-29,nlane,Saga Creation,13,35,2.692307692
2022-04-29,shardin,Automation,13,1,0.07692307692
2022-04-29,sferguson,Roadmap,16,57,3.5625
2022-04-29,nphillips,Task Creation,13,13,1
2022-04-29,dbenton,Account Managment,13,23,1.769230769
2022-04-30,kreese,Roadmap,14,42,3
2022-04-30,soneill,Saga Creation,15,33,2.2
2022-04-30,prubio,Automation,17,12,0.7058823529
2022-04-30,mforbes,Account Managment,13,11,0.8461538462
2022-05-01,oherman,Roadmap,16,60,3.75
2022-05-01,sferguson,Account Managment,16,16,1
2022-05-01,prubio,Saga Creation,15,23,1.533333333
2022-05-01,cstuart,Reporting,13,29,2.230769231
2022-05-01,nclarke,Automation,13,3,0.2307692308
2022-05-02,acox,Roadmap,13,42,3.230769231
2022-05-02,chodge,Saga Creation,17,31,1.823529412
2022-05-02,alara,Reporting,14,22,1.571428571
2022-05-02,cvillarreal,Automation,16,10,0.625
2022-05-02,acombs,Account Managment,13,6,0.4615384615
2022-05-03,ehodges,Roadmap,16,44,2.75
2022-05-03,shartman,Task Creation,16,20,1.25
2022-05-03,cpetersen,Reporting,15,26,1.733333333
2022-05-03,shumphrey,Account Managment,13,17,1.307692308
2022-05-03,mgonzalez,Automation,15,19,1.266666667
2022-05-03,bhensley,Saga Creation,14,23,1.642857143
2022-05-04,yfriedman,Automation,16,16,1
2022-05-04,jhuang,Account Managment,17,5,0.2941176471
2022-05-04,ipierce,Roadmap,16,48,3
2022-05-04,eberry,Saga Creation,13,21,1.615384615
2022-05-04,dhays,Task Creation,16,26,1.625
2022-05-04,bcastaneda,Reporting,15,17,1.133333333
2022-05-05,ipierce,Reporting,15,24,1.6
2022-05-05,cdudley,Saga Creation,16,30,1.875
2022-05-05,cdudley,Task Creation,13,13,1
2022-05-05,agardner,Roadmap,16,44,2.75
2022-05-05,bhensley,Account Managment,13,14,1.076923077
2022-05-06,bwise,Task Creation,15,21,1.4
2022-05-06,bedwards,Automation,16,20,1.25
2022-05-06,shorne,Reporting,13,23,1.769230769
2022-05-06,kdurham,Saga Creation,14,32,2.285714286
2022-05-06,dbriggs,Account Managment,14,24,1.714285714
2022-05-06,mforbes,Roadmap,14,45,3.214285714
2022-05-07,cdudley,Saga Creation,15,15,1
2022-05-07,cpetersen,Roadmap,14,43,3.071428571
2022-05-07,shumphrey,Automation,16,0,0
2022-05-07,ahernandez,Account Managment,13,16,1.230769231
2022-05-07,bedwards,Task Creation,13,20,1.538461538
2022-05-07,akeller,Reporting,13,33,2.538461538
2022-05-08,kdurham,Task Creation,17,20,1.176470588
2022-05-08,ehodges,Saga Creation,16,29,1.8125
2022-05-08,nblair,Roadmap,14,58,4.142857143
2022-05-08,kvilla,Account Managment,13,17,1.307692308
2022-05-08,gcarroll,Reporting,13,26,2
2022-05-09,aortega,Roadmap,13,44,3.384615385
2022-05-09,sferguson,Automation,17,20,1.176470588
2022-05-09,evilla,Saga Creation,17,21,1.235294118
2022-05-09,slarson,Task Creation,16,18,1.125
2022-05-09,acox,Reporting,16,28,1.75
2022-05-10,jgreen,Account Managment,15,15,1
2022-05-10,wharvey,Roadmap,16,42,2.625
2022-05-10,nphillips,Task Creation,17,26,1.529411765
2022-05-10,jgreen,Automation,16,3,0.1875
2022-05-11,acox,Saga Creation,14,20,1.428571429
2022-05-11,dbenton,Roadmap,14,43,3.071428571
2022-05-11,kvilla,Reporting,14,31,2.214285714
2022-05-11,mkelley,Account Managment,14,11,0.7857142857
2022-05-11,jbarajas,Automation,14,0,0
2022-05-11,kwalter,Task Creation,16,23,1.4375
2022-05-12,atucker,Saga Creation,15,26,1.733333333
2022-05-12,kflowers,Task Creation,14,23,1.642857143
2022-05-12,alara,Account Managment,14,18,1.285714286
2022-05-12,kcarr,Reporting,14,20,1.428571429
2022-05-12,dbriggs,Automation,15,8,0.5333333333
2022-05-13,ahernandez,Account Managment,16,12,0.75
2022-05-13,jnicholson,Task Creation,17,21,1.235294118
2022-05-13,mstephens,Roadmap,16,42,2.625
2022-05-13,sfox,Reporting,14,19,1.357142857
2022-05-13,tduffy,Automation,14,6,0.4285714286
2022-05-13,kvilla,Saga Creation,17,18,1.058823529
2022-05-14,mstephens,Automation,17,1,0.05882352941
2022-05-14,rcalhoun,Roadmap,13,57,4.384615385
2022-05-14,kalvarado,Task Creation,17,15,0.8823529412
2022-05-14,kflowers,Reporting,14,29,2.071428571
2022-05-14,nphillips,Saga Creation,14,16,1.142857143
2022-05-15,ahanna,Automation,17,4,0.2352941176
2022-05-15,nlane,Account Managment,15,11,0.7333333333
2022-05-15,cvillarreal,Reporting,16,25,1.5625
2022-05-15,greilly,Roadmap,14,43,3.071428571
2022-05-15,bcastaneda,Task Creation,17,18,1.058823529
2022-05-16,shumphrey,Roadmap,17,47,2.764705882
2022-05-16,hjames,Account Managment,13,19,1.461538462
2022-05-16,ncooke,Automation,14,17,1.214285714
2022-05-16,acombs,Saga Creation,14,34,2.428571429
2022-05-16,kwalter,Task Creation,17,22,1.294117647
2022-05-17,oherman,Reporting,17,21,1.235294118
2022-05-17,cstuart,Account Managment,17,13,0.7647058824
2022-05-17,acombs,Roadmap,16,57,3.5625
2022-05-17,rherman,Saga Creation,14,33,2.357142857
2022-05-17,kalvarado,Task Creation,13,27,2.076923077
2022-05-18,amurphy,Automation,13,0,0
2022-05-18,agardner,Reporting,14,25,1.785714286
2022-05-18,trusso,Roadmap,17,47,2.764705882
2022-05-18,sferguson,Task Creation,13,12,0.9230769231
2022-05-19,acox,Task Creation,15,13,0.8666666667
2022-05-19,cdudley,Automation,16,4,0.25
2022-05-19,kflowers,Account Managment,16,10,0.625
2022-05-19,nphillips,Roadmap,14,46,3.285714286
2022-05-19,bedwards,Saga Creation,17,28,1.647058824
2022-05-20,fsexton,Roadmap,13,55,4.230769231
2022-05-20,nphillips,Reporting,16,16,1
2022-05-20,gcarroll,Account Managment,14,21,1.5
2022-05-20,shartman,Automation,15,20,1.333333333
2022-05-20,ofrye,Task Creation,16,22,1.375
2022-05-20,aortega,Saga Creation,15,17,1.133333333
2022-05-21,mkelley,Task Creation,16,12,0.75
2022-05-21,zmack,Automation,15,13,0.8666666667
2022-05-21,shartman,Account Managment,15,18,1.2
2022-05-21,jgreen,Reporting,14,24,1.714285714
2022-05-21,mbarron,Roadmap,16,60,3.75
2022-05-22,jgreen,Roadmap,14,57,4.071428571
2022-05-22,ncooke,Saga Creation,17,22,1.294117647
2022-05-22,ablackwell,Account Managment,15,6,0.4
2022-05-22,atucker,Automation,15,11,0.7333333333
2022-05-22,chenson,Task Creation,17,19,1.117647059
2022-05-22,kreese,Reporting,17,33,1.941176471
2022-05-23,agardner,Saga Creation,17,34,2
2022-05-23,ofrye,Roadmap,13,43,3.307692308
2022-05-23,ipierce,Reporting,15,19,1.266666667
2022-05-23,ahernandez,Automation,14,7,0.5
2022-05-23,zhodges,Task Creation,15,14,0.9333333333
2022-05-24,sferguson,Automation,16,20,1.25
2022-05-24,lwheeler,Roadmap,14,41,2.928571429
2022-05-24,hjames,Reporting,13,19,1.461538462
2022-05-25,dbell,Reporting,17,32,1.882352941
2022-05-25,kkane,Task Creation,13,12,0.9230769231
2022-05-25,ggiles,Roadmap,15,46,3.066666667
2022-05-25,dhays,Automation,15,4,0.2666666667
2022-05-25,kgalloway,Saga Creation,16,18,1.125
2022-05-25,sferguson,Account Managment,14,10,0.7142857143
2022-05-26,alara,Automation,13,0,0
2022-05-26,jnicholson,Task Creation,17,27,1.588235294
2022-05-26,cdudley,Saga Creation,17,34,2
2022-05-26,nlane,Roadmap,13,53,4.076923077
2022-05-26,evilla,Account Managment,15,14,0.9333333333
2022-05-27,ggiles,Account Managment,16,7,0.4375
2022-05-27,fsexton,Reporting,13,26,2
2022-05-27,chenson,Task Creation,14,15,1.071428571
2022-05-27,shartman,Roadmap,14,42,3
2022-05-27,rcalhoun,Automation,16,16,1
2022-05-27,kreese,Saga Creation,13,18,1.384615385
2022-05-28,evilla,Task Creation,13,16,1.230769231
2022-05-28,agardner,Saga Creation,17,23,1.352941176
2022-05-28,bwise,Roadmap,14,50,3.571428571
2022-05-28,mbarron,Reporting,15,28,1.866666667
2022-05-28,akeller,Account Managment,16,14,0.875
2022-05-28,rcalhoun,Automation,16,11,0.6875
2022-05-29,tduffy,Saga Creation,17,33,1.941176471
2022-05-29,sfox,Task Creation,17,20,1.176470588
2022-05-29,cstuart,Reporting,15,33,2.2
2022-05-29,ehodges,Account Managment,16,10,0.625
2022-05-29,mkelley,Automation,16,17,1.0625
2022-05-30,bwise,Roadmap,17,48,2.823529412
2022-05-30,awoodward,Account Managment,15,18,1.2
2022-05-30,mforbes,Saga Creation,14,22,1.571428571
2022-05-30,jhuang,Automation,17,9,0.5294117647
2022-05-30,aosborn,Task Creation,14,17,1.214285714
2022-05-31,shardin,Account Managment,14,22,1.571428571
2022-05-31,rconway,Saga Creation,15,16,1.066666667
2022-05-31,mgonzalez,Task Creation,16,19,1.1875
2022-05-31,dbriggs,Reporting,15,22,1.466666667
2022-05-31,jbeasley,Roadmap,13,40,3.076923077
2022-06-01,ecampos,Account Managment,17,17,1
2022-06-01,ipierce,Automation,17,14,0.8235294118
2022-06-01,evega,Saga Creation,17,32,1.882352941
2022-06-01,fsexton,Reporting,13,24,1.846153846
2022-06-01,ggiles,Roadmap,13,27.33333333,2.102564103
2022-06-01,ncooke,Task Creation,15,21,1.4
2022-06-02,ehodges,Reporting,16,26,1.625
2022-06-02,nclarke,Account Managment,15,21,1.4
2022-06-02,ewaller,Roadmap,15,33.33333333,2.222222222
2022-06-02,yfriedman,Saga Creation,15,30,2
2022-06-02,skelly,Task Creation,14,18,1.285714286
2022-06-03,lbuck,Roadmap,14,30.66666667,2.19047619
2022-06-03,rherman,Reporting,17,32,1.882352941
2022-06-03,jbeasley,Automation,15,17,1.133333333
2022-06-03,chenson,Saga Creation,14,23,1.642857143
2022-06-03,bcastaneda,Task Creation,13,29,2.230769231
2022-06-04,ablackwell,Reporting,17,15,0.8823529412
2022-06-04,lwheeler,Account Managment,16,12,0.75
2022-06-04,gcarroll,Task Creation,13,28,2.153846154
2022-06-04,rconway,Saga Creation,15,25,1.666666667
2022-06-04,kgalloway,Automation,15,16,1.066666667
2022-06-04,ggiles,Roadmap,14,32.66666667,2.333333333
2022-06-05,edillon,Roadmap,15,28,1.866666667
2022-06-05,ecampos,Reporting,13,20,1.538461538
2022-06-05,eberry,Task Creation,14,14,1
2022-06-05,edillon,Automation,13,4,0.3076923077
2022-06-05,mkelley,Account Managment,14,24,1.714285714
2022-06-06,afuentes,Reporting,17,28,1.647058824
2022-06-06,bedwards,Saga Creation,17,28,1.647058824
2022-06-06,jhuang,Roadmap,17,30,1.764705882
2022-06-06,evilla,Automation,16,5,0.3125
2022-06-06,rcalhoun,Task Creation,16,24,1.5
2022-06-07,kwalter,Automation,14,9,0.6428571429
2022-06-07,cpetersen,Reporting,15,31,2.066666667
2022-06-07,dhays,Task Creation,14,11,0.7857142857
2022-06-07,kkane,Account Managment,16,14,0.875
2022-06-07,kvilla,Saga Creation,14,27,1.928571429
2022-06-07,mforbes,Roadmap,17,34,2
2022-06-08,zmack,Saga Creation,15,27,1.8
2022-06-08,greilly,Automation,16,10,0.625
2022-06-08,kreese,Task Creation,15,22,1.466666667
2022-06-08,nclarke,Roadmap,16,31.33333333,1.958333333
2022-06-08,mbarron,Reporting,17,35,2.058823529
2022-06-08,aortega,Account Managment,13,5,0.3846153846
2022-06-09,sferguson,Account Managment,14,14,1
2022-06-09,hjames,Reporting,14,24,1.714285714
2022-06-09,nclarke,Saga Creation,17,30,1.764705882
2022-06-09,shumphrey,Roadmap,16,35.33333333,2.208333333
2022-06-09,hjames,Automation,13,3,0.2307692308
2022-06-10,amurphy,Saga Creation,14,22,1.571428571
2022-06-10,hjames,Reporting,15,23,1.533333333
2022-06-10,slarson,Task Creation,17,28,1.647058824
2022-06-10,nlane,Automation,17,1,0.05882352941
2022-06-10,gcarroll,Account Managment,15,12,0.8
2022-06-11,evilla,Saga Creation,16,28,1.75
2022-06-11,wharvey,Automation,17,13,0.7647058824
2022-06-11,bedwards,Reporting,13,35,2.692307692
2022-06-11,amcintyre,Roadmap,17,26.66666667,1.568627451
2022-06-11,ecampos,Task Creation,17,22,1.294117647
2022-06-12,atucker,Reporting,17,33,1.941176471
2022-06-12,cstuart,Saga Creation,17,24,1.411764706
2022-06-12,cstuart,Account Managment,13,18,1.384615385
2022-06-12,cdudley,Task Creation,17,24,1.411764706
2022-06-13,kkane,Roadmap,14,34.66666667,2.476190476
2022-06-13,ncooke,Task Creation,14,21,1.5
2022-06-13,lwheeler,Reporting,17,27,1.588235294
2022-06-13,nphillips,Saga Creation,17,34,2
2022-06-13,amurphy,Automation,16,2,0.125
2022-06-13,rcalhoun,Account Managment,17,6,0.3529411765
2022-06-14,lbuck,Task Creation,14,16,1.142857143
2022-06-14,kkane,Automation,17,17,1
2022-06-14,atucker,Account Managment,15,11,0.7333333333
2022-06-14,nclarke,Roadmap,14,29.33333333,2.095238095
2022-06-14,rconway,Reporting,14,19,1.357142857
2022-06-14,cpetersen,Saga Creation,16,33,2.0625
2022-06-15,nphillips,Task Creation,17,28,1.647058824
2022-06-15,dbriggs,Reporting,14,24,1.714285714
2022-06-15,slarson,Automation,17,16,0.9411764706
2022-06-15,evega,Saga Creation,15,31,2.066666667
2022-06-15,jnicholson,Account Managment,17,6,0.3529411765
2022-06-16,ncooke,Reporting,16,19,1.1875
2022-06-16,nphillips,Account Managment,17,9,0.5294117647
2022-06-16,akeller,Task Creation,16,29,1.8125
2022-06-16,kflowers,Roadmap,14,26.66666667,1.904761905
2022-06-16,fsexton,Saga Creation,13,25,1.923076923
2022-06-16,cdudley,Automation,17,8,0.4705882353
2022-06-17,ofrye,Reporting,14,34,2.428571429
2022-06-17,ecoleman,Roadmap,17,30.66666667,1.803921569
2022-06-17,zmack,Account Managment,14,20,1.428571429
2022-06-17,slarson,Saga Creation,17,25,1.470588235
2022-06-17,ggiles,Task Creation,14,15,1.071428571
2022-06-18,lbuck,Reporting,15,35,2.333333333
2022-06-18,mmayer,Task Creation,16,15,0.9375
2022-06-18,sferguson,Automation,13,19,1.461538462
2022-06-18,slarson,Account Managment,13,23,1.769230769
2022-06-18,cvillarreal,Roadmap,17,38.66666667,2.274509804
2022-06-18,rrobles,Saga Creation,15,18,1.2
2022-06-19,bwise,Roadmap,15,28,1.866666667
2022-06-19,kgalloway,Account Managment,16,11,0.6875
2022-06-19,bhensley,Automation,17,8,0.4705882353
2022-06-19,rherman,Saga Creation,14,30,2.142857143
2022-06-19,tduffy,Reporting,13,15,1.153846154
2022-06-20,akeller,Roadmap,14,36,2.571428571
2022-06-20,bhensley,Task Creation,16,11,0.6875
2022-06-20,aosborn,Account Managment,17,22,1.294117647
2022-06-20,atucker,Saga Creation,16,26,1.625
2022-06-20,kvilla,Reporting,16,24,1.5
2022-06-21,acombs,Automation,15,10,0.6666666667
2022-06-21,jbeasley,Reporting,13,18,1.384615385
2022-06-21,jgreen,Roadmap,14,30.66666667,2.19047619
2022-06-21,edillon,Task Creation,13,23,1.769230769
2022-06-21,ahernandez,Account Managment,17,10,0.5882352941
2022-06-21,mmayer,Saga Creation,16,16,1
2022-06-22,trusso,Saga Creation,16,34,2.125
2022-06-22,agardner,Account Managment,17,22,1.294117647
2022-06-22,akeller,Task Creation,15,25,1.666666667
2022-06-22,trusso,Roadmap,14,28.66666667,2.047619048
2022-06-23,mforbes,Account Managment,17,12,0.7058823529
2022-06-23,ahanna,Automation,17,15,0.8823529412
2022-06-23,fsexton,Saga Creation,15,19,1.266666667
2022-06-24,skelly,Saga Creation,16,23,1.4375
2022-06-24,aortega,Reporting,16,20,1.25
2022-06-24,nlane,Task Creation,15,28,1.866666667
2022-06-25,hjames,Task Creation,14,28,2
2022-06-25,kalvarado,Automation,16,1,0.0625
2022-06-25,nblair,Saga Creation,17,24,1.411764706
2022-06-26,cvillarreal,Automation,13,3,0.2307692308
2022-06-26,cpetersen,Reporting,17,32,1.882352941
2022-06-26,atucker,Saga Creation,16,19,1.1875
2022-06-26,kashley,Roadmap,17,38,2.235294118
2022-06-27,soneill,Task Creation,14,23,1.642857143
2022-06-27,jhansen,Automation,17,9,0.5294117647
2022-06-27,dhays,Reporting,13,27,2.076923077
2022-06-27,soneill,Saga Creation,15,27,1.8
2022-06-27,kalvarado,Roadmap,17,39.33333333,2.31372549
2022-06-28,oherman,Automation,16,10,0.625
2022-06-28,nphillips,Account Managment,15,21,1.4
2022-06-28,ncooke,Reporting,13,31,2.384615385
2022-06-28,ahanna,Saga Creation,17,23,1.352941176
2022-06-28,eberry,Roadmap,14,38,2.714285714
2022-06-28,rconway,Task Creation,13,22,1.692307692
2022-06-29,amcintyre,Roadmap,14,29.33333333,2.095238095
2022-06-29,chenson,Reporting,16,32,2
2022-06-29,jbeasley,Saga Creation,13,28,2.153846154
2022-06-29,tduffy,Automation,17,7,0.4117647059
2022-06-29,amurphy,Account Managment,15,9,0.6
2022-06-29,rrobles,Task Creation,15,25,1.666666667
2022-06-30,mforbes,Automation,15,3,0.2
2022-06-30,jbeasley,Task Creation,15,12,0.8
2022-06-30,sfox,Account Managment,16,14,0.875
2022-06-30,mgonzalez,Saga Creation,14,21,1.5
2022-06-30,ehodges,Reporting,14,27,1.928571429
2022-06-30,jgreen,Roadmap,13,30,2.307692308
2022-07-01,mforbes,Account Managment,17,13,0.7647058824
2022-07-01,alara,Saga Creation,17,33,1.941176471
2022-07-01,ehodges,Task Creation,16,11,0.6875
2022-07-01,agardner,Reporting,17,16,0.9411764706
2022-07-02,kgalloway,Task Creation,15,28,1.866666667
2022-07-02,dbell,Saga Creation,13,20,1.538461538
2022-07-02,bcastaneda,Reporting,13,15,1.153846154
2022-07-02,acox,Account Managment,16,19,1.1875
2022-07-02,greilly,Roadmap,13,37.33333333,2.871794872
2022-07-02,alara,Automation,17,9,0.5294117647
2022-07-03,mforbes,Task Creation,15,24,1.6
2022-07-03,rherman,Automation,16,2,0.125
2022-07-03,nphillips,Saga Creation,16,16,1
2022-07-03,chodge,Roadmap,13,38.66666667,2.974358974
2022-07-03,mforbes,Account Managment,15,16,1.066666667
2022-07-04,jgreen,Saga Creation,15,15,1
2022-07-04,kvilla,Automation,17,17,1
2022-07-04,ecoleman,Roadmap,14,34.66666667,2.476190476
2022-07-04,amurphy,Task Creation,15,15,1
2022-07-04,acox,Reporting,16,16,1
2022-07-04,zhodges,Account Managment,15,23,1.533333333
2022-07-05,dbell,Task Creation,17,27,1.588235294
2022-07-05,tosborne,Roadmap,14,27.33333333,1.952380952
2022-07-05,acombs,Account Managment,16,14,0.875
2022-07-05,zhodges,Automation,17,10,0.5882352941
2022-07-05,lbuck,Reporting,15,21,1.4
2022-07-05,zhodges,Saga Creation,16,23,1.4375
2022-07-06,eberry,Reporting,15,16,1.066666667
2022-07-06,bparker,Roadmap,13,29.33333333,2.256410256
2022-07-06,kreese,Task Creation,13,10,0.7692307692
2022-07-06,ewaller,Automation,14,10,0.7142857143
2022-07-07,sshepard,Task Creation,17,16,0.9411764706
2022-07-07,kwalter,Reporting,13,27,2.076923077
2022-07-07,cvillarreal,Automation,14,4,0.2857142857
2022-07-07,evega,Saga Creation,13,28,2.153846154
2022-07-08,qwyatt,Account Managment,14,9,0.6428571429
2022-07-08,oherman,Roadmap,17,40,2.352941176
2022-07-08,kdurham,Task Creation,13,27,2.076923077
2022-07-08,skelly,Saga Creation,13,32,2.461538462
2022-07-08,bparker,Automation,14,6,0.4285714286
2022-07-09,ahanna,Reporting,13,27,2.076923077
2022-07-09,greilly,Saga Creation,17,15,0.8823529412
2022-07-09,mkelley,Automation,15,12,0.8
2022-07-09,yfriedman,Account Managment,16,17,1.0625
2022-07-09,mmayer,Task Creation,13,26,2
2022-07-10,kgalloway,Saga Creation,15,27,1.8
2022-07-10,eberry,Roadmap,14,34,2.428571429
2022-07-10,rherman,Reporting,16,20,1.25
2022-07-10,evilla,Account Managment,17,14,0.8235294118
2022-07-10,tduffy,Task Creation,16,26,1.625
2022-07-11,nphillips,Roadmap,13,36,2.769230769
2022-07-11,tosborne,Saga Creation,13,24,1.846153846
2022-07-11,bcastaneda,Automation,16,1,0.0625
2022-07-11,chenson,Task Creation,14,17,1.214285714
2022-07-11,amcintyre,Account Managment,17,11,0.6470588235
2022-07-11,aortega,Reporting,17,18,1.058823529
2022-07-12,kflowers,Roadmap,14,38,2.714285714
2022-07-12,agardner,Reporting,14,33,2.357142857
2022-07-12,kdurham,Automation,17,20,1.176470588
2022-07-12,ncooke,Task Creation,16,20,1.25
2022-07-12,kcarr,Account Managment,14,23,1.642857143
2022-07-13,cdudley,Task Creation,15,17,1.133333333
2022-07-13,cpetersen,Account Managment,17,8,0.4705882353
2022-07-13,atucker,Roadmap,14,31.33333333,2.238095238
2022-07-13,mforbes,Saga Creation,14,34,2.428571429
2022-07-13,kvilla,Automation,15,1,0.06666666667
2022-07-14,mgonzalez,Account Managment,16,23,1.4375
2022-07-14,cpetersen,Task Creation,15,14,0.9333333333
2022-07-14,greilly,Saga Creation,13,17,1.307692308
2022-07-14,mgonzalez,Reporting,16,18,1.125
2022-07-15,kcarr,Saga Creation,15,17,1.133333333
2022-07-15,aosborn,Account Managment,13,6,0.4615384615
2022-07-15,ncooke,Roadmap,15,38.66666667,2.577777778
2022-07-15,kashley,Task Creation,14,27,1.928571429
2022-07-15,ahanna,Reporting,16,23,1.4375
2022-07-15,kkane,Automation,15,17,1.133333333
2022-07-16,lbuck,Account Managment,17,5,0.2941176471
2022-07-16,mforbes,Task Creation,14,24,1.714285714
2022-07-16,rconway,Saga Creation,15,15,1
2022-07-16,prubio,Automation,15,0,0
2022-07-16,ecampos,Roadmap,16,31.33333333,1.958333333
2022-07-16,jhuang,Reporting,15,19,1.266666667
2022-07-17,rconway,Roadmap,16,26.66666667,1.666666667
2022-07-17,kwalter,Reporting,14,16,1.142857143
2022-07-17,jhuang,Saga Creation,13,22,1.692307692
2022-07-17,ahanna,Task Creation,14,24,1.714285714
2022-07-17,jbeasley,Account Managment,14,15,1.071428571
2022-07-18,ewaller,Task Creation,16,11,0.6875
2022-07-18,swise,Automation,14,16,1.142857143
2022-07-18,jnicholson,Roadmap,17,28.66666667,1.68627451
2022-07-18,jbeasley,Account Managment,15,7,0.4666666667
2022-07-18,jbarajas,Reporting,15,30,2
2022-07-19,ggiles,Roadmap,15,31.33333333,2.088888889
2022-07-19,dbenton,Reporting,16,30,1.875
2022-07-19,mkelley,Account Managment,14,12,0.8571428571
2022-07-19,qwyatt,Saga Creation,16,27,1.6875
2022-07-20,atucker,Reporting,13,19,1.461538462
2022-07-20,ofrye,Task Creation,14,29,2.071428571
2022-07-20,nblair,Automation,15,4,0.2666666667
2022-07-20,bparker,Saga Creation,13,32,2.461538462
2022-07-21,kflowers,Roadmap,15,37.33333333,2.488888889
2022-07-21,dhays,Task Creation,16,17,1.0625
2022-07-21,amurphy,Reporting,16,27,1.6875
2022-07-21,lbuck,Automation,13,18,1.384615385
2022-07-21,aosborn,Account Managment,13,14,1.076923077
